,Username,Datetime,Text
695,CNBC,2020-07-13 11:46:57+00:00,"Stocks making the biggest moves in the premarket: PepsiCo, Analog Devices, Carnival, Pfizer &amp; more https://t.co/RdzSIC6ei0"
696,CNBC,2020-07-13 11:27:33+00:00,"Dow futures rise more than 200 points as Pfizer, BioNTech vaccines get ""fast track"" status. https://t.co/7frJ8rYe85"
697,CNBC,2020-07-13 11:07:42+00:00,"Pfizer, BioNTech's coronavirus vaccines get FDA's ""fast track"" status. https://t.co/aYWSVUnX60"
698,CNBC,2020-07-02 01:14:00+00:00,Pfizer released positive results this morning from the early-stage human trial of its coronavirus vaccine. The company’s Chief Scientific Officer Dr. Mikael Dolsten joined @SquawkStreet to discuss. https://t.co/Xh3bOxzqlk https://t.co/NchMQ413MK
699,CNBC,2020-07-01 21:12:00+00:00,Pfizer released positive results this morning from the early stage human trial of its coronavirus vaccine with BioNTech. https://t.co/Xh3bOxhPtM https://t.co/aaDB8mdcu6
700,CNBC,2020-07-01 21:05:23+00:00,"Biotech expert Michael Yee highlights the positive findings of a recent Pfizer trial in the race for a Covid-19 vaccine: ""We're talking billions of capacity, billions of doses in 2021."" https://t.co/wvjmg3E1Xu https://t.co/7O1XJb5sIB"
701,CNBC,2020-07-01 16:10:42+00:00,"Stocks making the biggest moves midday: FedEx, Pfizer, Macy's, Beyond Meat &amp; more https://t.co/JUWSOpNstd"
702,CNBC,2020-07-01 15:05:25+00:00,Pfizer released positive results this morning from the early-stage human trial of its coronavirus vaccine. The company’s Chief Scientific Officer Dr. Mikael Dolsten joins @SquawkStreet to discuss. https://t.co/Xh3bOxhPtM https://t.co/qDFesgccXV
703,CNBC,2020-07-01 13:41:36+00:00,"Cramer says Pfizer credible, but he wants more data on early positive coronavirus vaccine trial https://t.co/eFremDZFTO"
704,CNBC,2020-07-01 13:06:04+00:00,JUST IN: Pfizer and BioNTech see early positive results for their coronavirus vaccine. https://t.co/F7ojfLYHLY https://t.co/QwSJT1Ew4u
705,CNBC,2020-07-01 13:05:29+00:00,Pfizer stock jumps after it reports positive data in early-stage coronavirus vaccine trial https://t.co/Xh3bOxhPtM
706,CNBC,2020-07-01 13:01:08+00:00,"Coronavirus vaccine from Pfizer and BioNTech shows positive results, report says https://t.co/F7ojfLYHLY"
707,CNBC,2020-06-30 13:37:00+00:00,"Chobani, Pfizer and SAP join running list of companies pulling Facebook ads https://t.co/zqJ9ppCduF"
708,CNBC,2020-06-01 16:07:52+00:00,"Stocks making the biggest moves midday: Pfizer, Chipotle, Gap, Target, Delta, Carnival &amp; more https://t.co/cjCsE97Z6H"
709,CNBC,2020-05-14 17:06:00+00:00,"“You know that your success or failure would mean human lives, and a great impact on the global economy,"" @pfizer's Albert Bourla shared with @megtirrell. ""So if you’re the CEO and you have to make those decisions, that feels very heavy on your shoulders."" #HealthyReturns https://t.co/PJqhER9CHz"
710,CNBC,2020-05-13 01:45:49+00:00,"Pfizer plans to expand human trials of its experimental coronavirus vaccine to thousands of test patients by September, the company's CEO said. https://t.co/EHnGBJobjj"
711,CNBC,2020-05-12 19:35:56+00:00,Pfizer wants to expand human trials of coronavirus vaccine to thousands of people by September https://t.co/VesebVztdw
712,CNBC,2020-05-12 18:55:36+00:00,"How will the coronavirus pandemic transform the pharmaceutical industry? “I hope that this crisis could reset the perception about the valuable position that the industry is bringing to society,” Pfizer CEO Albert Bourla says. https://t.co/bVK0WxKJcL #HealthyReturns https://t.co/30DjwqI9Hz"
713,CNBC,2020-05-05 12:21:17+00:00,"Pfizer, working alongside German drugmaker BioNTech, has started human testing in the U.S. for an experimental coronavirus vaccine. https://t.co/f2y5UYLcQe https://t.co/gfkiCwqqFr"
714,CNBC,2020-05-05 11:56:57+00:00,"Stocks making the biggest moves in the premarket: Pfizer, DuPont, Wayfair, Shake Shack &amp; more https://t.co/70x2SGQqYy"
715,CNBC,2020-05-05 10:47:08+00:00,Pfizer begins human testing for experimental coronavirus vaccine in the US https://t.co/f2y5UYLcQe
716,CNBC,2020-04-28 15:02:31+00:00,"LISTEN NOW: Earnings season continues with Caterpillar, Merck, Pfizer, Pepsi and more reporting Q1 results this morning. Listen and subscribe to the @SquawkStreet podcast here: https://t.co/DFXN6Njd3Y https://t.co/rHq7WAYxNL"
717,CNBC,2020-04-28 12:01:05+00:00,"Stocks making the biggest moves in the premarket: 3M, Caterpillar, Pfizer, PepsiCo, Merck &amp; more https://t.co/YF4tDU6QmL"
718,CNBC,2020-04-28 11:45:21+00:00,"Coronavirus live updates: Pfizer aims for millions of vaccine doses this year, Germany's infection rate rises https://t.co/0K6jUZl2jE"
719,CNBC,2020-04-28 11:07:03+00:00,Pfizer beats first-quarter earnings estimates in race to develop coronavirus vaccine https://t.co/JXAI8RuQPt
720,CNBC,2020-04-09 22:07:29+00:00,"Stocks making the biggest moves after hours: United Airlines, Pfizer, KB Home &amp; more https://t.co/rZVvZ4YN9Q"
721,CNBC,2020-04-09 20:12:18+00:00,"Pfizer's lead coronavirus drug is showing promise, chief scientific officer says https://t.co/eIoIPGfsow"
722,CNBC,2020-03-17 11:54:47+00:00,"Pfizer and Germany’s BioNTech announce they are partnering on a coronavirus vaccine, as key biotech players race to develop an immunization against COVID-19. https://t.co/aIdGetvngC https://t.co/KziUpXqab4"
723,CNBC,2020-03-13 20:36:48+00:00,Pfizer tells all its salespeople they must work remotely https://t.co/KVWxaPujUU
724,CNBC,2020-02-06 13:48:10+00:00,"New for subscribers:  Here are Thursday's biggest analyst calls of the day: VMware, Micron, Pfizer &amp; more https://t.co/rZrYd45EJ2 Check out @CNBCPro and get your first 30 days free."
725,CNBC,2020-01-07 14:38:46+00:00,"Here are Tuesday's biggest analyst calls of the day: Tesla, Micron, Pfizer, PayPal, Boeing &amp; a lot more https://t.co/Ufh4OP2d6l"
726,CNBC,2019-10-29 11:53:56+00:00,"Stocks making the biggest moves premarket: Merck, Pfizer, AutoNation, Xerox, Alphabet &amp; more https://t.co/8ttzC4rpcX"
727,CNBC,2019-09-07 20:04:00+00:00,"Chances are, you've heard of Viagra and know just what it does. But beyond being one of the few pharmaceutical household names, it's also a huge moneymaker for drug manufacturer Pfizer. https://t.co/CVSwo29mzF https://t.co/zwLzQ0Ihq6"
728,CNBC,2019-08-02 17:20:00+00:00,"Chances are, you've heard of Viagra and know just what it does. But beyond being one of the few pharmaceutical household names, it's also a huge moneymaker for drug manufacturer Pfizer. https://t.co/CVSwo1RLb5 https://t.co/Nn9FVE0CmZ"
729,CNBC,2019-07-30 12:00:36+00:00,"Morgan Stanley downgrades Pfizer, says Mylan sale this week revealed some bad news https://t.co/w27cgCimjV"
730,CNBC,2019-07-29 10:48:22+00:00,Pfizer will combine its off-patent drug business with Mylan https://t.co/H107LZxYrS
731,CNBC,2019-07-28 21:33:53+00:00,Pfizer plans combination of off-patent drug business with Mylan https://t.co/toRZpvLgJu
732,CNBC,2019-07-03 03:16:00+00:00,Former FDA Commissioner Scott Gottlieb defended his decision to join Pfizer’s board of directors just two months after stepping down from the agency that regulates the drugmaker. https://t.co/Ry9w4Ikttq https://t.co/5Nrug2BrVI
733,CNBC,2019-07-02 17:46:00+00:00,Former FDA Commissioner Scott Gottlieb defended his decision to join Pfizer’s board of directors just two months after stepping down from the agency that regulates the drugmaker. https://t.co/Ry9w4Ikttq https://t.co/JeRg0EYIMu
734,CNBC,2019-07-02 14:07:15+00:00,"Warren calls on ex-FDA chief Gottlieb to resign from Pfizer board, says it 'smacks of corruption' https://t.co/W17O1mnSbo"
735,CNBC,2019-07-02 13:17:33+00:00,Former FDA Commissioner Gottlieb defends decision to join Pfizer board https://t.co/fD9onUaLZs
736,CNBC,2019-06-27 20:27:17+00:00,Former FDA Commissioner Scott Gottlieb joins Pfizer's board of directors https://t.co/Hq2l2ifSfM
737,CNBC,2019-06-20 20:29:00+00:00,"Chances are, you've heard of Viagra and know just what it does. But beyond being one of the few pharmaceutical household names, it's also a huge moneymaker for drug manufacturer Pfizer. https://t.co/CVSwo29mzF https://t.co/gqwybvXTVi"
738,CNBC,2019-06-17 11:41:45+00:00,"Stocks making the biggest moves premarket: Pfizer, Array Biopharma, Boeing, Lockheed, Disney &amp; more https://t.co/Jyz9L33R5c"
739,CNBC,2019-05-28 12:33:40+00:00,"Here are the biggest analyst calls of the day: Beyond Meat, Apple, Southwest, Pfizer, Roku &amp; more https://t.co/Vv8Zh8gJEl"
740,CNBC,2019-05-26 14:25:00+00:00,"Viagra has become a nationally-recognized hit for those with erectile dysfunction and Pfizer. But before it was used in the bedroom, the pill was originally developed to treat high blood pressure. Watch the full video here. https://t.co/A0PsMrdBOO https://t.co/7XWw7wiyRK"
741,CNBC,2019-05-25 14:25:00+00:00,"Viagra has become a nationally-recognized hit for those with erectile dysfunction and Pfizer. But before it was used in the bedroom, the pill was originally developed to treat high blood pressure. Watch the full video here. https://t.co/A0PsMqW0qe https://t.co/Yyph9BrUBs"
742,CNBC,2019-05-16 12:07:03+00:00,"Stocks making the biggest moves premarket: Walmart, Pfizer, PG&amp;E, Sony, Tesla &amp; more https://t.co/Fl1aKWPCAW"
743,CNBC,2019-05-12 15:00:43+00:00,Top vaccine makers Merck and Pfizer target China and older adults next https://t.co/18vSaNojLq
744,CNBC,2019-04-30 12:33:36+00:00,Shares of Pfizer rose after beating Wall Street estimates for both EPS and revenue. https://t.co/XQIkmayyVo https://t.co/wyJ6Ras2al
745,CNBC,2019-03-20 11:59:27+00:00,Pfizer buys stake in French gene therapy firm Vivet https://t.co/MoZ6iqvbKZ
746,CNBC,2019-02-22 15:53:26+00:00,Pfizer executive to host 2020 presidential fundraiser for Democrat Kirsten Gillibrand https://t.co/aMC2ylhCCc
747,CNBC,2019-02-14 09:59:03+00:00,Pfizer still holds the lead in the erectile dysfunction market even as Viagra sales falter https://t.co/g7QkpEVA6S
748,CNBC,2019-02-11 17:08:04+00:00,"Stocks making the biggest moves midday: Avis Budget Group, Pfizer, Tesla &amp; more https://t.co/VKeHeMTD1r"
749,CNBC,2019-01-29 12:54:41+00:00,"Stocks making the biggest moves premarket: 3M, Pfizer, Verizon, Xerox &amp; more https://t.co/KbLWui0YWD"
750,CNBC,2019-01-29 11:51:42+00:00,"Pfizer's earnings beat forecast, but shares fall as company lowers outlook https://t.co/pTZAIMvCJ5"
751,CNBC,2019-01-23 13:35:07+00:00,"Pfizer, Merck drop after Wall Street downgrades on 'patent cliff' and competition https://t.co/zeb4rxjsff"
752,CNBC,2018-12-20 18:55:08+00:00,"Commentary: GSK, Pfizer, and GE shift away from diversification in latest round of health-care deals. https://t.co/ID9rwIaN4U"
753,CNBC,2018-12-20 13:38:00+00:00,"GlaxoSmithKline CEO Emma Walmsley said yesterday that by merging the health businesses of GSK and Pfizer, GSK will be able to invest more heavily in its pharmaceutical and vaccine development. https://t.co/Wi6qOEKhMm https://t.co/lWDFhN8Q2t"
754,CNBC,2018-12-19 16:19:00+00:00,"GlaxoSmithKline CEO Emma Walmsley said that by merging the health businesses of GSK and Pfizer, GSK will be able to invest more heavily in its pharmaceutical and vaccine development. https://t.co/Wi6qOEsGUO https://t.co/UFYb4byQ0H"
755,CNBC,2018-12-19 12:38:43+00:00,"Pfizer consumer health deal will help fuel investments in pharma, vaccines, GSK CEO Emma Walmsley says https://t.co/TjYu47IIYx"
756,CNBC,2018-12-19 12:04:16+00:00,"Dow futures higher | Fed rate decision set | Pfizer, GSK agree to $12.7 billion deal https://t.co/sYFpaiKQBq"
757,CNBC,2018-12-19 07:52:14+00:00,GSK and Pfizer to combine consumer health businesses https://t.co/5Yf1pW7urt
758,CNBC,2018-12-11 12:33:10+00:00,"JP Morgan downgrades Pfizer, saying stock has moved too far, too fast: 'Moving to the sidelines' https://t.co/6XFPDpmzn8"
759,CNBC,2018-11-21 19:09:13+00:00,"Pfizer asks GOP Sen. Cindy Hyde-Smith for contribution refund, ex-Facebook president Sean Parker condemns hanging comment, does not request money back https://t.co/4yr0bAR7WZ"
760,CNBC,2018-11-16 20:38:25+00:00,Pfizer is planning to raise prices on 41 prescription drugs next year despite pressure from President Trump. https://t.co/HNUG550027
761,CNBC,2018-11-14 13:48:30+00:00,Pfizer lost its Lyrica drug patent fight in U.K. Supreme Court. https://t.co/q3j9Wz0Z06
762,CNBC,2018-11-01 12:29:15+00:00,"Pfizer has been downgraded by BMO, who says ""significant headwinds"" will cap the drugmaker's stock run. https://t.co/ta4l5xhM7Z https://t.co/5k7tu0vnZo"
763,CNBC,2018-10-30 18:15:33+00:00,"Pfizer CEO Ian Read was once upbeat on the Trump administration’s plan to lower drug prices, but now his support sounds as if it may be waning. https://t.co/Bt3Fsijz1W"
764,CNBC,2018-10-30 11:08:50+00:00,"Pfizer posts mixed third-quarter results, narrows full-year forecast https://t.co/zA6r4Sfipg"
765,CNBC,2018-10-23 11:03:01+00:00,Bain Capital teams with Pfizer to create new neuroscience-focused company https://t.co/GSMgmafsIP
766,CNBC,2018-10-18 15:57:07+00:00,Pfizer and UnitedHealth could be safety plays amid market volatility. via @TradingNation https://t.co/3UKuh1rpeB https://t.co/bzsGlKccAr
767,CNBC,2018-10-17 15:12:56+00:00,Drug giant Pfizer is offering early retirement to eligible U.S. employees ahead of layoffs next year. https://t.co/HohxCzHhu5
768,CNBC,2018-10-01 10:50:07+00:00,Pfizer announces Dr. Albert Bourla will succeed CEO Ian Read effective January 1 https://t.co/WMl6C9ye0W
769,CNBC,2018-07-31 18:56:00+00:00,Pfizer CEO Ian Reed decided to wait on raising drug prices after a tweet by President Trump. https://t.co/GWuR4sWmbD https://t.co/OzOf7G2bLH
770,CNBC,2018-07-31 18:00:09+00:00,Here's what happened after President Trump tweeted about Pfizer. https://t.co/jeCbbWcpUP
771,CNBC,2018-07-31 12:08:18+00:00,Pfizer and P&amp;G just reported earnings. Here's what else we're watching this morning. https://t.co/my46BfEcSh
772,CNBC,2018-07-31 10:05:35+00:00,"US stocks set for a tepid open, ahead of Pfizer, Apple, P&amp;G earnings https://t.co/31yz7HuUht"
773,CNBC,2018-07-24 02:05:39+00:00,Top biotech investor says Trump's criticism of Pfizer is scaring drug companies from raising prices https://t.co/P1RPsajdkW
774,CNBC,2018-07-23 21:24:28+00:00,Top biotech investor says Trump's criticism of Pfizer is having an impact on how other companies in health care set their prices. https://t.co/sYxE1OflIz
775,CNBC,2018-07-11 18:50:04+00:00,"Pfizer said on Wednesday it would split its business into 3 units of innovative medicines, established medicines, and consumer health care. https://t.co/imjZCc1EQN"
776,CNBC,2018-07-11 18:28:06+00:00,"President Trump called Pfizer Chief Executive Ian Read on Tuesday to say the company's July 1 price hikes had complicated the administration's drug pricing plans, prompting the company to defer its planned increases, according to a source. https://t.co/JDvM0KelfU"
777,CNBC,2018-07-11 17:01:29+00:00,"Trump told Pfizer CEO price hikes hurt his drug plan, source tells Reuters https://t.co/oE4CS62WtR"
778,CNBC,2018-07-11 16:56:05+00:00,"Pfizer's announced reorganization could lead to an eventual spin off of its consumer health-care business, says Jim Cramer. https://t.co/melzr9xT2N"
779,CNBC,2018-07-11 15:28:05+00:00,Pfizer said on Wednesday it would split its business into 3 units and 1 of them would include a new hospital business segment. https://t.co/DvHEzAXV4U
780,CNBC,2018-07-11 15:04:08+00:00,Cramer sees Pfizer's reorganization as a 'prelude' to a spin off of its consumer health-care business https://t.co/zvcafdWQJw
781,CNBC,2018-07-10 12:27:09+00:00,"PepsiCo, EBay, and Pfizer are on the move. Here's what else we're watching this morning. https://t.co/p44ECFVyxE"
782,CNBC,2018-07-09 20:22:19+00:00,"Trump says Pfizer, others 'should be ashamed' for raising drug prices https://t.co/vWoASMPF4v"
783,CNBC,2018-07-09 20:20:24+00:00,"President Trump, in a tweet on Monday, said Pfizer and other drugmakers ""should be ashamed"" for increasing drug prices. https://t.co/JLHANVZ2AX"
784,CNBC,2018-05-25 14:48:05+00:00,Pfizer is under pressure to resolve a shortage of life-saving EpiPens. https://t.co/4DcjOVTBLW
785,CNBC,2018-05-24 15:46:13+00:00,Pfizer under pressure to resolve shortage of life-saving EpiPen https://t.co/VWN7mXRb0P
786,CNBC,2018-05-24 15:15:03+00:00,Pfizer to pay $23.9 million to resolve US kickbacks case https://t.co/9F8JuGqJBH
787,CNBC,2018-05-01 13:04:05+00:00,"We're watching Merck, Pfizer, and Apple this morning. https://t.co/4rbC645zOK"
788,CNBC,2018-04-05 12:48:03+00:00,"Merck shares rise after Barclays upgrades shares, downgrades competitor Pfizer https://t.co/m8nCPklj4x"
789,CNBC,2018-04-03 15:50:35+00:00,"Pfizer in talks with P&amp;G on sale of its consumer business, though they are far apart on price: Sources https://t.co/XNhhhWdVcI"
790,CNBC,2018-03-29 18:43:57+00:00,Pfizer's rare heart disease drug succeeded in a late-stage study https://t.co/pD3Z5AKaU3
791,CNBC,2018-03-23 13:22:04+00:00,Pfizer's quit-smoking Chantix fails study in teen smokers https://t.co/u5yoC5GTla
792,CNBC,2018-03-22 14:28:08+00:00,GSK's bid in focus as Reckitt quits Pfizer consumer health auction https://t.co/uybfzWIfLd
793,CNBC,2018-01-30 12:34:21+00:00,Pfizer exceeds Street expectations and divulges plan for tax law windfall https://t.co/2k52RPzdfj
794,CNBC,2018-01-25 15:39:26+00:00,J&amp;J out of race for Pfizer's $20 billion consumer unit as deadline looms https://t.co/WQwTWr7p9t
795,CNBC,2018-01-03 15:09:45+00:00,"Pfizer partners with biotech company on ALS treatment, joining rush to create gene therapies https://t.co/ROgZsZtUyQ"
796,CNBC,2017-12-18 18:05:20+00:00,"Pfizer announces new $10 billion share buyback, hikes dividend https://t.co/YiNpDCPgqu"
797,CNBC,2017-11-18 19:58:25+00:00,PNC says names like Cisco and Pfizer could see a boost from tax reform  https://t.co/ienHhPHjC8
798,CNBC,2017-09-20 14:07:33+00:00,Pfizer sues Johnson &amp; Johnson over Remicade biosimilar https://t.co/VdCSKlCDOp
799,CNBC,2017-09-01 15:50:57+00:00,FDA approves Pfizer's leukemia drug https://t.co/tf2PTbgDpO
800,CNBC,2017-08-17 18:58:18+00:00,FDA approves Pfizer's drug for rare blood cancer https://t.co/7PJNzYm2Zd
801,CNBC,2017-07-20 11:58:58+00:00,Pfizer shares downgraded because Viagra patent is expiring later this year https://t.co/6VJcEcc9jR
802,CNBC,2017-06-13 13:09:15+00:00,"The surprising thing eBay, SpaceX, Yahoo and Pfizer all have in common https://t.co/WQE3mydVQJ"
803,CNBC,2017-01-17 23:03:44+00:00,Pfizer CEO: This is what Trump doesn’t understand about the pharma industry https://t.co/srmE92aUOK
804,CNBC,2016-12-15 01:32:33+00:00,US senators prod Pfizer on price of key generic drug used to treat opioid overdoses https://t.co/37qCmDpKFc
805,CNBC,2016-12-15 01:01:36+00:00,US senators prod Pfizer on price surge of key drug used to treat opioid overdoses https://t.co/Ymz7VAZ7ak
806,CNBC,2016-12-07 21:11:58+00:00,"Trader bets Trump all talk on drug pricing, buys Pfizer on the dip https://t.co/j6EIfdsZTs via @tradingnation"
807,CNBC,2016-11-01 10:56:01+00:00,Pfizer shares fall as earnings fall short of expectations https://t.co/1MJYg5DdJK
808,CNBC,2016-10-13 17:04:08+00:00,Jefferies downgrades Pfizer on the prospect of lower drug sales https://t.co/46xVqYabzz via @cnbcpro
809,CNBC,2016-10-06 15:05:38+00:00,"Pfizer to sell NYC HQ by end of 2017, majority of employees to remain in Manhattan &amp; will seek new building in NYC no sooner than 2019 - DJ"
810,CNBC,2016-09-26 11:30:13+00:00,Pfizer says it has no plans to split into two companies https://t.co/VoNsaKzlrh
811,CNBC,2016-09-26 10:47:52+00:00,"JUST IN: Pfizer says it has decided to remain one company, will not pursue splitting the company into two at this time"
812,CNBC,2016-08-24 17:36:44+00:00,"Trader sentiment on Pfizer is surging, according to social media data https://t.co/MdR1mkl6ks via @cnbcpro"
813,CNBC,2016-08-24 13:30:27+00:00,Pfizer to buy antibiotics business from AstraZeneca https://t.co/9vEZsbI0RM
814,CNBC,2016-08-24 10:52:21+00:00,How to trade Pfizer acquisition news https://t.co/KEQlY8PsIQ via @cnbcpro
815,CNBC,2016-08-24 06:53:32+00:00,AstraZeneca to sell antibiotics business to Pfizer in deal worth $1.5 billion https://t.co/YpAFl6gbky
816,CNBC,2016-08-22 14:48:55+00:00,Medivation shares leap on Pfizer's $14 billion offer https://t.co/i5IqxJakqR
817,CNBC,2016-08-22 12:08:43+00:00,Pfizer to buy cancer drug company Medivation for $14 billion in cash https://t.co/VXmdIKaCow
818,CNBC,2016-08-22 01:42:26+00:00,Pfizer near deal to buy cancer drug firm Medivation for almost $14 billion https://t.co/Jd2MqVNMUD
819,CNBC,2016-08-02 17:36:44+00:00,"Pfizer creating two businesses is 'nice prep' for split, Cramer says https://t.co/MLaR6rLjXm"
820,CNBC,2016-08-02 11:00:23+00:00,Pfizer revenue rises 11 percent https://t.co/s5HJFJEuYF
821,CNBC,2016-07-06 18:14:56+00:00,Pfizer agrees to Chicago's request to disclose narcotic painkiller risk https://t.co/s9NbZdxsBI
822,CNBC,2016-06-10 14:18:22+00:00,FDA panel backs approval of Pfizer's opioid painkiller https://t.co/pJ6T5DZj3V
823,CNBC,2016-05-16 13:45:09+00:00,Pfizer to buy Anacor Pharma in $5.2B deal; Anacor shares soar 50% https://t.co/lGcbE3hyOl
824,CNBC,2016-05-13 20:39:15+00:00,"Pfizer blocks the use of its drugs in executions, cutting off last source https://t.co/GIDkgJL5sB"
825,CNBC,2016-05-13 20:11:26+00:00,"BREAKING; Pfizer blocks lethal use of its drugs, cutting off last source for executions - NYTimes https://t.co/o2AvZhCQ7w"
826,CNBC,2016-05-04 21:51:03+00:00,Medivation rises amid possible Pfizer takeover bid https://t.co/4aZBx07ygN
827,CNBC,2016-05-04 20:03:16+00:00,Medivation rises amid possible Pfizer takeover bid https://t.co/SnFvRdIkEO
828,CNBC,2016-05-04 18:57:00+00:00,Medivation rises amid possible Pfizer takeover bid https://t.co/Iqu6YVSm9f
829,CNBC,2016-05-04 17:48:18+00:00,Pfizer approaches Medivation about possible takeover: Sources https://t.co/LNM9zA6VnS
830,CNBC,2016-05-03 13:09:13+00:00,"Pfizer earnings, revenue top expectations https://t.co/ljBLU6jTAO"
831,CNBC,2016-05-03 11:36:04+00:00,"Pfizer earnings, revenue top expectations https://t.co/OzA3lEc89x"
832,CNBC,2016-05-03 10:54:24+00:00,EARNINGS: Pfizer Q1 EPS $0.67 Adj. vs $0.55 Est.; Q1 Revs. $13.005B vs $12.017B Est. • $PFE https://t.co/18T8mdggiN https://t.co/y7OhGMSuTr
833,CNBC,2016-04-06 16:30:32+00:00,The failed Pfizer Allergan deal left experts contemplating who will be next https://t.co/KiAiGNd0AS https://t.co/snIYnqhvTX
834,CNBC,2016-04-06 10:52:52+00:00,"Pfizer, Allergan officially terminate $160 billion merger https://t.co/DN5z9Wkjjm https://t.co/Nd9LRourSO"
835,CNBC,2016-04-06 06:30:15+00:00,"Pfizer, Allergan to end merger over inversion blow: Sources https://t.co/DN5z9Wkjjm https://t.co/d5uYIBhOTa"
836,CNBC,2016-04-05 17:45:40+00:00,"O'Leary sounds off ""Every U.S taxpayer, citizen and user of Pfizer products should be outraged today"" #IconicTour16
https://t.co/HZYBgxk8iM"
837,CNBC,2016-02-26 19:45:21+00:00,Report: Pfizer dodging $35B in taxes https://t.co/36tqsMaJZS https://t.co/SgeTzEm6vA
838,CNBC,2016-02-26 15:30:39+00:00,Report: Pfizer dodging $35B in taxes https://t.co/36tqsMaJZS https://t.co/iBrOH671Eg
839,CNBC,2015-11-24 16:30:42+00:00,Irish CEO hits back at US politicians portraying Pfizer's deal with Allergan as a tax dodge: https://t.co/w5ONYNSg3e https://t.co/g7HJkPuBSK
840,CNBC,2015-11-24 10:30:12+00:00,Hillary Clinton slams Pfizer's tax-avoiding pharma mega deal https://t.co/wlhjzPgpLD https://t.co/z6ZJhLecZi
841,CNBC,2015-11-23 12:13:40+00:00,Pfizer to buy Allergan in world's largest ever health care deal https://t.co/sTqJiBLpZj https://t.co/2B0apToY7C
842,CNBC,2015-11-23 09:30:09+00:00,Pfizer set to buy Allergan for more than $150 billion: Report https://t.co/8pLfexW6Fo https://t.co/rgckJ0YqSY
843,CNBC,2015-10-29 13:00:49+00:00,Pharmaceutical giant Pfizer has held early talks with Botox-maker Allergan  » https://t.co/Efv2KmEtXa https://t.co/dJeCrMqRaV
844,CNBC,2015-05-29 00:50:22+00:00,Cellectis jumps 14% on talks of sale to Pfizer » http://t.co/LOvhB1Z97w http://t.co/TawZ5OjWU4
845,CNBC,2015-03-23 13:31:30+00:00,"Early movers: Biogen, Staples, Pfizer &amp; more » http://t.co/T6phPKxs14 http://t.co/5EImrkff5V"
846,CNBC,2014-11-28 11:01:14+00:00,"The Pfizer-AstraZeneca deal would probably have fallen apart by now, AstraZeneca's CEO tells CNBC: http://t.co/b3igYFAEtZ"
847,CNBC,2014-11-28 06:00:23+00:00,Will Pfizer top its $110 billion bid? » http://t.co/WrxAJ2g3HM http://t.co/mi0CUWym7f
848,CNBC,2014-11-26 18:40:10+00:00,Will Pfizer top its $110 billion bid? http://t.co/WrxAJ2g3HM http://t.co/2WUWoUPc4u
849,CNBC,2014-07-29 16:09:39+00:00,"Pfizer CEO: To stop inversions, US must adopt territorial tax system; tax reform would allows jobs to come back to US (via @megtirrell) $PFE"
850,CNBC,2014-06-20 10:00:26+00:00,Why AbbVie may get easier ride than Pfizer in UK bid: http://t.co/35bcVpGVqz
851,CNBC,2014-05-19 08:00:17+00:00,AstraZeneca board rejects Pfizer's 'final' proposal: http://t.co/FjQBRl7Mvo
852,CNBC,2014-05-16 16:21:18+00:00,"UPDATE: Pfizer to submit new drug application with FDA for a breast cancer drug, @megtirrell reports. $PFE resumes trading, up 1.5% today."
853,CNBC,2014-05-15 10:01:24+00:00,Pfizer/AstraZeneca's war of words rages on both sides of the Atlantic: http://t.co/52sIDvc9Kx $PFE $AZN
854,CNBC,2014-05-13 11:08:48+00:00,Pfizer urges AstraZeneca to talk as UK lawmakers slam offer: http://t.co/OB1eZThYHj $PFE
855,CNBC,2014-05-09 10:00:53+00:00,"In the Pfizer/AstraZeneca saga, here are the numbers you need to watch: http://t.co/YTEuttUtna  $AZN $PFE (via @cboylecnbc)"
856,CNBC,2014-05-06 08:10:39+00:00,AstraZeneca's defense against Pfizer's bid gets a boost from... fish oil: http://t.co/N7abQYlW0I $AZN $PFE
857,CNBC,2014-05-05 13:32:03+00:00,"U.S. stocks open lower; sentiment hit by conflict in Ukraine, Pfizer results, and China PMI: http://t.co/JpBAeg9ZaC"
858,CNBC,2014-05-05 11:07:16+00:00,Pfizer posts Q1 EPS of $0.57/share vs. $0.55 (est); Revenues of $11.4B vs. $12.083B (est):  http://t.co/fshCZ4shw5
859,CNBC,2014-05-02 08:05:04+00:00,Pfizer woos AstraZeneca back to the table with a hiked bid: http://t.co/KJyWB73Q1Z $AZN $PFE
860,CNBC,2014-03-12 18:32:48+00:00,Pfizer to appeal court decision related to Celebrex reissue patent; stock remains halted. $PFE
861,CNBC,2014-01-28 12:18:36+00:00,Pfizer beats fourth quarter forecasts on sales: http://t.co/K38hp16kjI $PFE (via @EarningsCentral)
862,CNBC,2014-01-10 00:03:14+00:00,Pfizer hopes an iPad game can detect Alzheimer’s: http://t.co/BwzEPY8ivi • $PFE $AAPL
863,CNBC,2013-10-29 11:12:13+00:00,Pfizer posts earnings of 58 cents a share vs. 56 cents estimate. http://t.co/P3zS8yj13o $PFE (via @EarningsCentral)
864,CNBC,2013-07-30 17:57:54+00:00,Pfizer's Wyeth unit agrees to pay $490.9M for marking drug Rapamune for unapproved FDA uses. $PFE
865,CNBC,2013-07-30 10:12:39+00:00,Pfizer beats estimates; $PFE STORY: http://t.co/qPIIyM0UsE (via @EarningsCentral)
